nobel year,firstname,lastname,category,gender,motivation,birth_country,birth_country_code,death_date,death_country,death_country_code,organization_name,organization_country,age,birth_year,alpha-3
2004,Edward C.,Prescott,economics,male,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",USA,US,6/11/2022,USA,US,Arizona State University,USA,64,1940,USA
2004,Irwin,Rose,chemistry,male,"""for the discovery of ubiquitin-mediated protein degradation""",USA,US,3/6/2015,USA,US,University of California,USA,78,1926,USA
2004,Finn E.,Kydland,economics,male,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",Norway,NO,0000-00-00,,,Carnegie Mellon University,USA,61,1943,NOR
2004,Wangari,Maathai,peace,female,"""for her contribution to sustainable development democracy and peace""",Kenya,KE,25-09-2011,Kenya,KE,,,64,1940,KEN
2004,Elfriede,Jelinek,literature,female,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",Austria,AT,0000-00-00,,,,,58,1946,AUT
2004,Avram,Hershko,chemistry,male,"""for the discovery of ubiquitin-mediated protein degradation""",Hungary,HU,0000-00-00,,,Technion - Israel Institute of Technology,Israel,67,1937,HUN
2004,David J.,Gross,physics,male,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,US,0000-00-00,,,University of California Kavli Institute for Theoretical Physics,USA,63,1941,USA
2004,Frank,Wilczek,physics,male,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,53,1951,USA
2004,H. David,Politzer,physics,male,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",USA,US,0000-00-00,,,California Institute of Technology (Caltech),USA,55,1949,USA
2004,Linda B.,Buck,medicine,female,"""for their discoveries of odorant receptors and the organization of the olfactory system""",USA,US,0000-00-00,,,Fred Hutchinson Cancer Research Center,USA,57,1947,USA
2004,Richard,Axel,medicine,male,"""for their discoveries of odorant receptors and the organization of the olfactory system""",USA,US,0000-00-00,,,Columbia University,USA,58,1946,USA
2004,Aaron,Ciechanover,chemistry,male,"""for the discovery of ubiquitin-mediated protein degradation""",Israel,IL,0000-00-00,,,Technion - Israel Institute of Technology,Israel,57,1947,ISR
2005,Harold,Pinter,literature,male,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",United Kingdom,GB,24-12-2008,United Kingdom,GB,,,75,1930,GBR
2005,Thomas C.,Schelling,economics,male,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",USA,US,13-12-2016,USA,US,University of Maryland Department of Economics and School of Public Policy,USA,84,1921,USA
2005,Mohamed,ElBaradei,peace,male,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",Egypt,EG,0000-00-00,,,,,63,1942,EGY
2005,International Atomic Energy Agency,,peace,org,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,0000-00-00,,,,,48,1957,NAM
2005,Richard R.,Schrock,chemistry,male,"""for the development of the metathesis method in organic synthesis""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,60,1945,USA
2005,Robert H.,Grubbs,chemistry,male,"""for the development of the metathesis method in organic synthesis""",USA,US,19-12-2021,USA,US,California Institute of Technology (Caltech),USA,63,1942,USA
2005,Robert J.,Aumann,economics,male,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",Germany,DE,0000-00-00,,,University of Jerusalem Center for RationalityHebrew,Israel,75,1930,DEU
2005,Theodor W.,Hänsch,physics,male,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",Germany,DE,0000-00-00,,,Max-Planck-Institut für Quantenoptik,Germany,64,1941,DEU
2005,John L.,Hall,physics,male,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",USA,US,0000-00-00,,,University of Colorado JILA,USA,71,1934,USA
2005,Roy J.,Glauber,physics,male,"""for his contribution to the quantum theory of optical coherence""",USA,US,26-12-2018,USA,US,Harvard University,USA,80,1925,USA
2005,J. Robin,Warren,medicine,male,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Australia,AU,0000-00-00,,,,,68,1937,AUS
2005,Barry J.,Marshall,medicine,male,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",Australia,AU,0000-00-00,,,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Australia,54,1951,AUS
2005,Yves,Chauvin,chemistry,male,"""for the development of the metathesis method in organic synthesis""",Belgium,BE,27-01-2015,France,FR,Institut Français du Pétrole,France,75,1930,BEL
2006,Grameen Bank,,peace,org,"""for their efforts to create economic and social development from below""",,,0000-00-00,,,,,30,1976,NAM
2006,Muhammad,Yunus,peace,male,"""for their efforts to create economic and social development from below""",Bangladesh,BD,0000-00-00,,,,,66,1940,BGD
2006,Orhan,Pamuk,literature,male,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",Turkey,TR,0000-00-00,,,,,54,1952,TUR
2006,Edmund S.,Phelps,economics,male,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",USA,US,0000-00-00,,,Columbia University,USA,73,1933,USA
2006,Roger D.,Kornberg,chemistry,male,"""for his studies of the molecular basis of eukaryotic transcription""",USA,US,0000-00-00,,,Stanford University,USA,59,1947,USA
2006,George F.,Smoot,physics,male,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",USA,US,0000-00-00,,,University of California,USA,61,1945,USA
2006,Craig C.,Mello,medicine,male,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",USA,US,0000-00-00,,,University of Massachusetts Medical School,USA,46,1960,USA
2006,Andrew Z.,Fire,medicine,male,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",USA,US,0000-00-00,,,Stanford University School of Medicine,USA,47,1959,USA
2006,John C.,Mather,physics,male,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",USA,US,0000-00-00,,,NASA Goddard Space Flight Center,USA,60,1946,USA
2007,Roger B.,Myerson,economics,male,"""for having laid the foundations of mechanism design theory""",USA,US,0000-00-00,,,University of Chicago,USA,56,1951,USA
2007,Eric S.,Maskin,economics,male,"""for having laid the foundations of mechanism design theory""",USA,US,0000-00-00,,,Institute for Advanced Study,USA,57,1950,USA
2007,Leonid,Hurwicz,economics,male,"""for having laid the foundations of mechanism design theory""",Russia,RU,24-06-2008,USA,US,University of Minnesota,USA,90,1917,RUS
2007,Al,Gore,peace,male,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",USA,US,0000-00-00,,,,,59,1948,USA
2007,Intergovernmental Panel on Climate Change,,peace,org,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",,,0000-00-00,,,,,19,1988,NAM
2007,Gerhard,Ertl,chemistry,male,"""for his studies of chemical processes on solid surfaces""",Germany,DE,0000-00-00,,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,71,1936,DEU
2007,Doris,Lessing,literature,female,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",Iran,IR,17-11-2013,United Kingdom,GB,,,88,1919,IRN
2007,Albert,Fert,physics,male,"""for the discovery of Giant Magnetoresistance""",France,FR,0000-00-00,,,Universit&eacute; Paris-Sud,France,69,1938,FRA
2007,Oliver,Smithies,medicine,male,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",United Kingdom,GB,10/1/2017,USA,US,University of North Carolina,USA,82,1925,GBR
2007,Sir Martin J.,Evans,medicine,male,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",United Kingdom,GB,0000-00-00,,,Cardiff University,United Kingdom,66,1941,GBR
2007,Mario R.,Capecchi,medicine,male,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Italy,IT,0000-00-00,,,University of Utah,USA,70,1937,ITA
2007,Peter,Grünberg,physics,male,"""for the discovery of Giant Magnetoresistance""",Republic,CZ,9/4/2018,Germany,DE,Forschungszentrum J&uuml;lich,Germany,68,1939,CZE
2008,Martti,Ahtisaari,peace,male,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",Finland,FI,0000-00-00,,,,,71,1937,FIN
2008,Jean-Marie Gustave,Le Clézio,literature,male,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",France,FR,0000-00-00,,,,,68,1940,FRA
2008,Roger Y.,Tsien,chemistry,male,"""for the discovery and development of the green fluorescent protein GFP""",USA,US,24-08-2016,USA,US,University of California,USA,56,1952,USA
2008,Martin,Chalfie,chemistry,male,"""for the discovery and development of the green fluorescent protein GFP""",USA,US,0000-00-00,,,Columbia University,USA,61,1947,USA
2008,Osamu,Shimomura,chemistry,male,"""for the discovery and development of the green fluorescent protein GFP""",Japan,JP,19-10-2018,Japan,JP,Marine Biological Laboratory (MBL),USA,80,1928,JPN
2008,Toshihide,Maskawa,physics,male,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Japan,JP,23-07-2021,Japan,JP,Kyoto Sangyo University,Japan,68,1940,JPN
2008,Paul,Krugman,economics,male,"""for his analysis of trade patterns and location of economic activity""",USA,US,0000-00-00,,,Princeton University,USA,55,1953,USA
2008,Yoichiro,Nambu,physics,male,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",Japan,JP,5/7/2015,Japan,JP,Enrico Fermi Institute University of Chicago,USA,87,1921,JPN
2008,Luc,Montagnier,medicine,male,"""for their discovery of human immunodeficiency virus""",France,FR,8/2/2022,France,FR,World Foundation for AIDS Research and Prevention,France,76,1932,FRA
2008,Françoise,Barré-Sinoussi,medicine,female,"""for their discovery of human immunodeficiency virus""",France,FR,0000-00-00,,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,France,61,1947,FRA
2008,Harald,zur Hausen,medicine,male,"""for his discovery of human papilloma viruses causing cervical cancer""",Germany,DE,0000-00-00,,,German Cancer Research Center,Germany,72,1936,DEU
2008,Makoto,Kobayashi,physics,male,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Japan,JP,0000-00-00,,,High Energy Accelerator Research Organization (KEK),Japan,64,1944,JPN
2009,Oliver E.,Williamson,economics,male,"""for his analysis of economic governance especially the boundaries of the firm""",USA,US,0000-00-00,,,University of California,USA,77,1932,USA
2009,Elinor,Ostrom,economics,female,"""for her analysis of economic governance especially the commons""",USA,US,12/6/2012,USA,US,Indiana University,USA,76,1933,USA
2009,Barack,Obama,peace,male,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",USA,US,0000-00-00,,,,,48,1961,USA
2009,Herta,Müller,literature,female,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",Romania,RO,0000-00-00,,,,,56,1953,ROU
2009,Ada E.,Yonath,chemistry,female,"""for studies of the structure and function of the ribosome""",Israel,IL,0000-00-00,,,Weizmann Institute of Science,Israel,70,1939,ISR
2009,Thomas A.,Steitz,chemistry,male,"""for studies of the structure and function of the ribosome""",USA,US,23-08-2018,USA,US,Yale University,USA,69,1940,USA
2009,Venkatraman,Ramakrishnan,chemistry,male,"""for studies of the structure and function of the ribosome""",India,IN,0000-00-00,,,MRC Laboratory of Molecular Biology,United Kingdom,57,1952,IND
2009,George E.,Smith,physics,male,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",USA,US,0000-00-00,,,Bell Laboratories,USA,79,1930,USA
2009,Charles K.,Kao,physics,male,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",China,CN,23-09-2018,,,Standard Telecommunication Laboratories,United Kingdom,76,1933,CHN
2009,Jack W.,Szostak,medicine,male,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",United Kingdom,GB,0000-00-00,,,Harvard Medical School,USA,57,1952,GBR
2009,Carol W.,Greider,medicine,female,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",USA,US,0000-00-00,,,Johns Hopkins University School of Medicine,USA,48,1961,USA
2009,Elizabeth H.,Blackburn,medicine,female,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Australia,AU,0000-00-00,,,University of California,USA,61,1948,AUS
2009,Willard S.,Boyle,physics,male,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Canada,CA,7/5/2011,Canada,CA,Bell Laboratories,USA,85,1924,CAN
2010,Dale T.,Mortensen,economics,male,"""for their analysis of markets with search frictions""",USA,US,9/1/2014,USA,US,Northwestern University,USA,71,1939,USA
2010,Mario,Vargas Llosa,literature,male,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",Peru,PE,0000-00-00,,,,,74,1936,PER
2010,Christopher A.,Pissarides,economics,male,"""for their analysis of markets with search frictions""",Cyprus,CY,0000-00-00,,,London School of Economics and Political Science,United Kingdom,62,1948,CYP
2010,Xiaobo,Liu,peace,male,"""for his long and non-violent struggle for fundamental human rights in China""",China,CN,13-07-2017,China,CN,,,55,1955,CHN
2010,Akira,Suzuki,chemistry,male,"""for palladium-catalyzed cross couplings in organic synthesis""",Japan,JP,0000-00-00,,,Hokkaido University,Japan,80,1930,JPN
2010,Peter A.,Diamond,economics,male,"""for their analysis of markets with search frictions""",USA,US,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,70,1940,USA
2010,Richard F.,Heck,chemistry,male,"""for palladium-catalyzed cross couplings in organic synthesis""",USA,US,9/10/2015,Philippines,PH,University of Delaware,USA,79,1931,USA
2010,Konstantin,Novoselov,physics,male,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Russia,RU,0000-00-00,,,University of Manchester,United Kingdom,36,1974,RUS
2010,Andre,Geim,physics,male,"""for groundbreaking experiments regarding the two-dimensional material graphene""",Russia,RU,0000-00-00,,,University of Manchester,United Kingdom,52,1958,RUS
2010,Robert G.,Edwards,medicine,male,"""for the development of in vitro fertilization""",United Kingdom,GB,10/4/2013,United Kingdom,GB,University of Cambridge,United Kingdom,85,1925,GBR
2010,Ei-ichi,Negishi,chemistry,male,"""for palladium-catalyzed cross couplings in organic synthesis""",China,CN,6/6/2021,USA,US,Purdue University,USA,75,1935,CHN
2011,Christopher A.,Sims,economics,male,"""for their empirical research on cause and effect in the macroeconomy""",USA,US,0000-00-00,,,Princeton University,USA,69,1942,USA
2011,Tawakkol,Karman,peace,female,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Yemen,YE,0000-00-00,,,,,32,1979,YEM
2011,Leymah,Gbowee,peace,female,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Liberia,LR,0000-00-00,,,,,39,1972,LBR
2011,Ellen,Johnson Sirleaf,peace,female,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",Liberia,LR,0000-00-00,,,,,73,1938,LBR
2011,Tomas,Tranströmer,literature,male,"""because through his condensed translucent images he gives us fresh access to reality""",Sweden,SE,26-03-2015,Sweden,SE,,,80,1931,SWE
2011,Dan,Shechtman,chemistry,male,"""for the discovery of quasicrystals""",Israel,IL,0000-00-00,,,Technion - Israel Institute of Technology,Israel,70,1941,ISR
2011,Thomas J.,Sargent,economics,male,"""for their empirical research on cause and effect in the macroeconomy""",USA,US,0000-00-00,,,New York University,USA,68,1943,USA
2011,Brian P.,Schmidt,physics,male,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,US,0000-00-00,,,Australian National University,Australia,44,1967,USA
2011,Saul,Perlmutter,physics,male,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,US,0000-00-00,,,Lawrence Berkeley National Laboratory,USA,52,1959,USA
2011,Ralph M.,Steinman,medicine,male,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Canada,CA,30-09-2011,USA,US,Rockefeller University,USA,68,1943,CAN
2011,Jules A.,Hoffmann,medicine,male,"""for their discoveries concerning the activation of innate immunity""",Luxembourg,LU,0000-00-00,,,University of Strasbourg,France,70,1941,LUX
2011,Bruce A.,Beutler,medicine,male,"""for their discoveries concerning the activation of innate immunity""",USA,US,0000-00-00,,,University of Texas Southwestern Medical Center at Dallas,USA,54,1957,USA
2011,Adam G.,Riess,physics,male,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",USA,US,0000-00-00,,,Johns Hopkins University,USA,42,1969,USA
2012,Lloyd S.,Shapley,economics,male,"""for the theory of stable allocations and the practice of market design""",USA,US,12/3/2016,USA,US,University of California,USA,89,1923,USA
2012,Alvin E.,Roth,economics,male,"""for the theory of stable allocations and the practice of market design""",USA,US,0000-00-00,,,Harvard University,USA,61,1951,USA
2012,European Union,,peace,org,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",,,0000-00-00,,,,,60,1952,NAM
2012,Mo,Yan,literature,male,"""who with hallucinatory realism merges folk tales history and the contemporary""",China,CN,0000-00-00,,,,,57,1955,CHN
2012,Brian,Kobilka,chemistry,male,"""for studies of G-protein-coupled receptors""",USA,US,0000-00-00,,,Stanford University School of Medicine,USA,57,1955,USA
2012,Robert J.,Lefkowitz,chemistry,male,"""for studies of G-protein-coupled receptors""",USA,US,0000-00-00,,,Howard Hughes Medical Institute,USA,69,1943,USA
2012,Serge,Haroche,physics,male,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Morocco,MA,0000-00-00,,,Collège de France,France,68,1944,MAR
2012,Shinya,Yamanaka,medicine,male,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Japan,JP,0000-00-00,,,Kyoto University,Japan,50,1962,JPN
2012,Sir John B.,Gurdon,medicine,male,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",United Kingdom,GB,0000-00-00,,,Gurdon Institute,United Kingdom,79,1933,GBR
2012,David J.,Wineland,physics,male,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",USA,US,0000-00-00,,,National Institute of Standards and Technology,USA,68,1944,USA
2013,Robert J.,Shiller,economics,male,"""for their empirical analysis of asset prices""",USA,US,0000-00-00,,,Yale University,USA,67,1946,USA
2013,Arieh,Warshel,chemistry,male,"""for the development of multiscale models for complex chemical systems""",Israel,IL,0000-00-00,,,University of Southern California,USA,73,1940,ISR
2013,Lars Peter,Hansen,economics,male,"""for their empirical analysis of asset prices""",USA,US,0000-00-00,,,University of Chicago,USA,61,1952,USA
2013,Eugene F.,Fama,economics,male,"""for their empirical analysis of asset prices""",USA,US,0000-00-00,,,University of Chicago,USA,74,1939,USA
2013,Organisation for the Prohibition of Chemical Weapons,,peace,org,"""for its extensive efforts to eliminate chemical weapons""",,,0000-00-00,,,,,16,1997,NAM
2013,Alice,Munro,literature,female,"""master of the contemporary short story""",Canada,CA,0000-00-00,,,,,82,1931,CAN
2013,Michael,Levitt,chemistry,male,"""for the development of multiscale models for complex chemical systems""",South Africa,ZA,0000-00-00,,,Stanford University School of Medicine,USA,66,1947,ZAF
2013,Martin,Karplus,chemistry,male,"""for the development of multiscale models for complex chemical systems""",Austria,AT,0000-00-00,,,Université de Strasbourg,France,83,1930,AUT
2013,Peter,Higgs,physics,male,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",United Kingdom,GB,0000-00-00,,,University of Edinburgh,United Kingdom,84,1929,GBR
2013,François,Englert,physics,male,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",Belgium,BE,0000-00-00,,,Université Libre de Bruxelles,Belgium,81,1932,BEL
2013,Thomas C.,Südhof,medicine,male,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",Germany,DE,0000-00-00,,,Stanford University,USA,58,1955,DEU
2013,Randy W.,Schekman,medicine,male,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",USA,US,0000-00-00,,,University of California,USA,65,1948,USA
2013,James E.,Rothman,medicine,male,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",USA,US,0000-00-00,,,Yale University,USA,63,1950,USA
2014,Jean,Tirole,economics,male,"""for his analysis of market power and regulation""",France,FR,0000-00-00,,,Toulouse School of Economics (TSE),France,61,1953,FRA
2014,Malala,Yousafzai,peace,female,"""for their struggle against the suppression of children and young people and for the right of all children to education""",Pakistan,PK,0000-00-00,,,,,17,1997,PAK
2014,Patrick,Modiano,literature,male,"""for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation""",France,FR,0000-00-00,,,,,69,1945,FRA
2014,William E.,Moerner,chemistry,male,"""for the development of super-resolved fluorescence microscopy""",USA,US,0000-00-00,,,Stanford University,USA,61,1953,USA
2014,Stefan W.,Hell,chemistry,male,"""for the development of super-resolved fluorescence microscopy""",Romania,RO,0000-00-00,,,Max Planck Institute for Biophysical Chemistry,Germany,52,1962,ROU
2014,Eric,Betzig,chemistry,male,"""for the development of super-resolved fluorescence microscopy""",USA,US,0000-00-00,,,Janelia Research Campus Howard Hughes Medical Institute,USA,54,1960,USA
2014,Kailash,Satyarthi,peace,male,"""for their struggle against the suppression of children and young people and for the right of all children to education""",India,IN,0000-00-00,,,,,60,1954,IND
2014,Hiroshi,Amano,physics,male,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Japan,JP,0000-00-00,,,Nagoya University,Japan,54,1960,JPN
2014,Isamu,Akasaki,physics,male,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Japan,JP,1/4/2021,Japan,JP,Meijo University,Japan,85,1929,JPN
2014,Edvard I.,Moser,medicine,male,"""for their discoveries of cells that constitute a positioning system in the brain""",Norway,NO,0000-00-00,,,Norwegian University of Science and Technology (NTNU),Norway,52,1962,NOR
2014,May-Britt,Moser,medicine,female,"""for their discoveries of cells that constitute a positioning system in the brain""",Norway,NO,0000-00-00,,,Norwegian University of Science and Technology (NTNU),Norway,51,1963,NOR
2014,John,O'Keefe,medicine,male,"""for their discoveries of cells that constitute a positioning system in the brain""",USA,US,0000-00-00,,,University College,United Kingdom,75,1939,USA
2014,Shuji,Nakamura,physics,male,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Japan,JP,0000-00-00,,,University of California,USA,60,1954,JPN
2015,Angus,Deaton,economics,male,"""for his analysis of consumption poverty and welfare""",Scotland,GB,0000-00-00,,,Princeton University,USA,70,1945,GBR
2015,National Dialogue Quartet,,peace,org,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",,,0000-00-00,,,,,2,2013,NAM
2015,Svetlana,Alexievich,literature,female,"""for her polyphonic writings a monument to suffering and courage in our time""",Ukraine,UA,0000-00-00,,,,,67,1948,UKR
2015,Aziz,Sancar,chemistry,male,"""for mechanistic studies of DNA repair""",Turkey,TR,0000-00-00,,,University of North Carolina,USA,69,1946,TUR
2015,Paul,Modrich,chemistry,male,"""for mechanistic studies of DNA repair""",USA,US,0000-00-00,,,Howard Hughes Medical Institute,USA,69,1946,USA
2015,Tomas,Lindahl,chemistry,male,"""for mechanistic studies of DNA repair""",Sweden,SE,0000-00-00,,,Francis Crick Institute,United Kingdom,77,1938,SWE
2015,Takaaki,Kajita,physics,male,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",Japan,JP,0000-00-00,,,University of Tokyo,Japan,56,1959,JPN
2015,Youyou,Tu,medicine,female,"""for her discoveries concerning a novel therapy against Malaria""",China,CN,0000-00-00,,,China Academy of Traditional Chinese Medicine,China,85,1930,CHN
2015,Satoshi,Ōmura,medicine,male,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Japan,JP,0000-00-00,,,Kitasato University,Japan,80,1935,JPN
2015,William C.,Campbell,medicine,male,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Ireland,IE,0000-00-00,,,Drew University,USA,85,1930,IRL
2015,Arthur B.,McDonald,physics,male,"""for the discovery of neutrino oscillations which shows that neutrinos have mass""",Canada,CA,0000-00-00,,,Queen's University,Canada,72,1943,CAN
2016,Bengt,Holmström,economics,male,"""for their contributions to contract theory""",Finland,FI,0000-00-00,,,Massachusetts Institute of Technology (MIT),USA,67,1949,FIN
2016,Bernard L.,Feringa,chemistry,male,"""for the design and synthesis of molecular machines""",the Netherlands,NL,0000-00-00,,,University of Groningen,the Netherlands,65,1951,NLD
2016,Oliver,Hart,economics,male,"""for their contributions to contract theory""",United Kingdom,GB,0000-00-00,,,Harvard University,USA,68,1948,GBR
2016,Juan Manuel,Santos,peace,male,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",Colombia,CO,0000-00-00,,,,,65,1951,COL
2016,Sir J. Fraser,Stoddart,chemistry,male,"""for the design and synthesis of molecular machines""",United Kingdom,GB,0000-00-00,,,Northwestern University,USA,74,1942,GBR
2016,Bob,Dylan,literature,male,"""for having created new poetic expressions within the great American song tradition""",USA,US,0000-00-00,,,,,75,1941,USA
2016,J. Michael,Kosterlitz,physics,male,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",United Kingdom,GB,0000-00-00,,,Brown University,USA,73,1943,GBR
2016,F. Duncan M.,Haldane,physics,male,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",United Kingdom,GB,0000-00-00,,,Princeton University,USA,65,1951,GBR
2016,David J.,Thouless,physics,male,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",United Kingdom,GB,6/4/2019,United Kingdom,GB,University of Washington,USA,82,1934,GBR
2016,Yoshinori,Ohsumi,medicine,male,"""for his discoveries of mechanisms for autophagy""",Japan,JP,0000-00-00,,,Tokyo Institute of Technology,Japan,71,1945,JPN
2016,Jean-Pierre,Sauvage,chemistry,male,"""for the design and synthesis of molecular machines""",France,FR,0000-00-00,,,University of Strasbourg,France,72,1944,FRA
2017,International Campaign to Abolish Nuclear Weapons,,peace,org,"""for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons""",,,0000-00-00,,,,,10,2007,NAM
2017,Kazuo,Ishiguro,literature,male,"""who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world""",Japan,JP,0000-00-00,,,,,63,1954,JPN
2017,Richard,Henderson,chemistry,male,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",Scotland,GB,0000-00-00,,,MRC Laboratory of Molecular Biology,United Kingdom,72,1945,GBR
2017,Joachim,Frank,chemistry,male,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",Germany,DE,0000-00-00,,,Columbia University,USA,77,1940,DEU
2017,Jacques,Dubochet,chemistry,male,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",Switzerland,CH,0000-00-00,,,University of Lausanne,Switzerland,75,1942,CHE
2017,Kip S.,Thorne,physics,male,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",USA,US,0000-00-00,,,LIGO/VIRGO Collaboration,,77,1940,USA
2017,Richard H.,Thaler,economics,male,"""for his contributions to behavioural economics""",USA,US,0000-00-00,,,University of Chicago,USA,72,1945,USA
2017,Rainer,Weiss,physics,male,"""for decisive contributions to the LIGO detector and the observation of gravitational waves""",Germany,DE,0000-00-00,,,LIGO/VIRGO Collaboration,,85,1932,DEU
2017,Michael W.,Young,medicine,male,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",USA,US,0000-00-00,,,Rockefeller University,USA,68,1949,USA
